,Unnamed: 0,Unnamed: 0.1,REGISTO,listing_url,first_review,LATITUDE,LONGITUDE,bigOwner
3652,3652,4858,92861.0,https://www.airbnb.com/rooms/32534416,2019-03-17,,,True
3653,3653,4841,92658.0,https://www.airbnb.com/rooms/32920650,2019-03-17,41.145316,-8.613282,False
3654,3654,4868,92953.0,https://www.airbnb.com/rooms/32669672,2019-03-18,41.1431963,-8.612791099999999,True
3655,3655,4119,81017.0,https://www.airbnb.com/rooms/30395073,2019-03-18,41.1524842,-8.617503300000001,False
3656,3656,2654,6037.0,https://www.airbnb.com/rooms/31462135,2019-03-18,41.1410039,-8.612955300000001,True
3657,3657,4733,90621.0,https://www.airbnb.com/rooms/33030846,2019-03-18,41.1564833,-8.5915847,True
3658,3658,4818,91994.0,https://www.airbnb.com/rooms/30814327,2019-03-18,41.1503037,-8.6041262,True
3659,3659,4806,91852.0,https://www.airbnb.com/rooms/32307760,2019-03-18,41.1509902,-8.6007168,True
3660,3660,4797,91683.0,https://www.airbnb.com/rooms/32817111,2019-03-18,41.1634755,-8.631283300000002,True
3661,3661,4685,89948.0,https://www.airbnb.com/rooms/32854689,2019-03-18,41.1486645,-8.6130026,True
3662,3662,4530,86616.0,https://www.airbnb.com/rooms/32486609,2019-03-19,41.1501792,-8.586273599999998,True
3663,3663,4898,93515.0,https://www.airbnb.com/rooms/32783994,2019-03-19,41.1577879,-8.623470900000001,True
3664,3664,4698,90103.0,https://www.airbnb.com/rooms/32472466,2019-03-19,41.1536479,-8.5997933,True
3665,3665,480,28835.0,https://www.airbnb.com/rooms/32632463,2019-03-19,41.1785299,-8.586952199999999,False
3666,3666,4748,90906.0,https://www.airbnb.com/rooms/32982403,2019-03-19,41.1450046,-8.609879,False
3667,3667,4543,86842.0,https://www.airbnb.com/rooms/31029560,2019-03-20,41.15971920000001,-8.6426364,True
3668,3668,4405,84790.0,https://www.airbnb.com/rooms/29883094,2019-03-20,41.1575135,-8.6071657,True
3669,3669,4501,86258.0,https://www.airbnb.com/rooms/32625295,2019-03-20,41.1445166,-8.5995347,True
3670,3670,4958,94528.0,https://www.airbnb.com/rooms/32809706,2019-03-20,41.1658924,-8.6201581,True
3671,3671,4441,85228.0,https://www.airbnb.com/rooms/33037480,2019-03-20,41.1534017,-8.6046734,True
3672,3672,4871,93019.0,https://www.airbnb.com/rooms/33190602,2019-03-21,41.1553048,-8.6110762,True
3673,3673,4770,91238.0,https://www.airbnb.com/rooms/32652266,2019-03-21,41.1500995,-8.6121368,True
3674,3674,4682,89893.0,https://www.airbnb.com/rooms/32009214,2019-03-21,41.1483965,-8.602869199999999,True
3675,3675,4545,86954.0,https://www.airbnb.com/rooms/29233561,2019-03-22,,,True
3676,3676,3838,77219.0,https://www.airbnb.com/rooms/32949176,2019-03-22,41.146727,-8.601140699999998,True
3677,3677,1616,49595.0,https://www.airbnb.com/rooms/20530203,2019-03-23,41.1489253,-8.606196800000001,True
3678,3678,81,14874.0,https://www.airbnb.com/rooms/31438011,2019-03-24,,,False
3679,3679,4741,90858.0,https://www.airbnb.com/rooms/31970661,2019-03-24,41.1544024,-8.600641,True
3680,3680,4866,92950.0,https://www.airbnb.com/rooms/32765490,2019-03-24,41.14533820000001,-8.6047151,True
3681,3681,4497,86243.0,https://www.airbnb.com/rooms/32687490,2019-03-24,41.1445166,-8.5995347,False
3682,3682,4499,86248.0,https://www.airbnb.com/rooms/32688065,2019-03-24,41.1445166,-8.5995347,True
3683,3683,5073,97166.0,https://www.airbnb.com/rooms/33116669,2019-03-24,41.1461779,-8.6066391,True
3684,3684,2350,56937.0,https://www.airbnb.com/rooms/33008541,2019-03-24,41.1465576,-8.6314741,False
3685,3685,4811,91860.0,https://www.airbnb.com/rooms/32181663,2019-03-24,41.157131,-8.602122999999999,False
