,REGISTO,listing_url,price,LATITUDE,LONGITUDE
4493,86181,https://www.airbnb.com/rooms/15559005,$35.00,41.158649700000005,-8.597298499999999
845,36600,https://www.airbnb.com/rooms/14119240,$45.00,41.1496999,-8.615869199999999
776,35223,https://www.airbnb.com/rooms/15498188,$50.00,41.144887,-8.611429500000002
1375,45951,https://www.airbnb.com/rooms/15371172,$75.00,41.1522793,-8.6163362
802,35691,https://www.airbnb.com/rooms/15030089,$60.00,41.14521999999999,-8.614268
797,35642,https://www.airbnb.com/rooms/15494613,$100.00,41.1402391,-8.6154171
819,36102,https://www.airbnb.com/rooms/15374152,$37.00,41.14321229999999,-8.6145365
913,37881,https://www.airbnb.com/rooms/15596659,$70.00,41.14528929999999,-8.6121859
1506,48387,https://www.airbnb.com/rooms/15653247,$39.00,41.1589518,-8.6085835
197,19748,https://www.airbnb.com/rooms/15541393,$40.00,41.1433298,-8.612309699999999
1104,41238,https://www.airbnb.com/rooms/15527524,$55.00,41.155109700000004,-8.6024715
4311,83755,https://www.airbnb.com/rooms/15504890,$60.00,41.1478044,-8.630728399999999
914,37883,https://www.airbnb.com/rooms/15596462,$70.00,41.14528929999999,-8.6121859
906,37777,https://www.airbnb.com/rooms/15610294,$70.00,41.14528929999999,-8.6121859
1453,47343,https://www.airbnb.com/rooms/15281375,$35.00,41.148317999999996,-8.658945
1451,47297,https://www.airbnb.com/rooms/15284183,$67.00,41.1486645,-8.6130026
59,13284,https://www.airbnb.com/rooms/6870724,$62.00,41.1585709,-8.6100701
4572,87424,https://www.airbnb.com/rooms/15819697,$64.00,41.1489717,-8.601693800000001
787,35466,https://www.airbnb.com/rooms/15337799,$79.00,41.1504218,-8.609466399999999
1107,41259,https://www.airbnb.com/rooms/15458095,$35.00,41.1461396,-8.6056721
799,35668,https://www.airbnb.com/rooms/15789580,$50.00,41.14521999999999,-8.614268
3541,72982,https://www.airbnb.com/rooms/15744249,$75.00,41.14497799999999,-8.611434
902,37726,https://www.airbnb.com/rooms/12607396,$51.00,41.1449283,-8.6064926
833,36375,https://www.airbnb.com/rooms/15790538,$50.00,41.1541073,-8.602390999999999
853,36917,https://www.airbnb.com/rooms/15819768,$49.00,41.1579438,-8.629105299999999
1697,50470,https://www.airbnb.com/rooms/15415356,$180.00,41.150459999999995,-8.6071107
945,38350,https://www.airbnb.com/rooms/15825295,$30.00,41.16462990000001,-8.583556999999999
707,34013,https://www.airbnb.com/rooms/16080616,$39.00,41.152457,-8.5999757
1352,45786,https://www.airbnb.com/rooms/15819964,$29.00,41.148213399999996,-8.6076666
1044,40069,https://www.airbnb.com/rooms/15755184,$78.00,41.1579438,-8.629105299999999
852,36878,https://www.airbnb.com/rooms/15982683,$60.00,41.1419595,-8.616918799999999
851,36877,https://www.airbnb.com/rooms/15978161,$61.00,41.1803453,-8.604449899999999
834,36392,https://www.airbnb.com/rooms/15984230,$40.00,41.1680652,-8.612074999999999
766,34778,https://www.airbnb.com/rooms/15036536,$120.00,41.140223600000006,-8.6154462
1193,43316,https://www.airbnb.com/rooms/15819908,$100.00,41.147238200000004,-8.6065795
839,36533,https://www.airbnb.com/rooms/13877927,$40.00,41.150729,-8.607679599999999
1106,41246,https://www.airbnb.com/rooms/15834005,$52.00,41.157787899999995,-8.623470900000001
832,36313,https://www.airbnb.com/rooms/15773411,$35.00,41.1639842,-8.631225599999999
849,36874,https://www.airbnb.com/rooms/15924275,$80.00,41.1419595,-8.616918799999999
1223,43906,https://www.airbnb.com/rooms/14893824,$100.00,41.1690494,-8.664849900000002
712,34088,https://www.airbnb.com/rooms/15953919,$45.00,41.149371200000004,-8.5984739
881,37498,https://www.airbnb.com/rooms/16220295,$39.00,,
850,36875,https://www.airbnb.com/rooms/15996183,$65.00,41.1803453,-8.604449899999999
4299,83611,https://www.airbnb.com/rooms/15870116,$55.00,41.159257200000006,-8.626335800000001
1941,53347,https://www.airbnb.com/rooms/16192658,$40.00,41.1491041,-8.602147400000002
1225,43947,https://www.airbnb.com/rooms/16155338,$70.00,41.1455919,-8.6121489
1097,41183,https://www.airbnb.com/rooms/16121049,$55.00,41.161507,-8.604837400000001
812,35842,https://www.airbnb.com/rooms/15982863,$34.00,41.1622196,-8.6113127
1422,46812,https://www.airbnb.com/rooms/15702989,$65.00,41.161495200000005,-8.604688699999999
531,3,https://www.airbnb.com/rooms/16184062,$35.00,,
3635,74422,https://www.airbnb.com/rooms/16467978,$40.00,41.1522762,-8.608127699999999
1568,49146,https://www.airbnb.com/rooms/15996516,$45.00,41.1550652,-8.6028971
924,38127,https://www.airbnb.com/rooms/16147485,$69.00,41.1504081,-8.605046000000002
1958,53510,https://www.airbnb.com/rooms/16301301,$44.00,41.1410111,-8.615717300000002
3631,74415,https://www.airbnb.com/rooms/3875989,$70.00,41.1522762,-8.608127699999999
3633,74421,https://www.airbnb.com/rooms/16468023,$30.00,41.1522762,-8.608127699999999
1928,53193,https://www.airbnb.com/rooms/16227892,$35.00,41.1498444,-8.6131121
2401,57441,https://www.airbnb.com/rooms/16344389,$12.00,41.155179600000004,-8.6473035
1956,53503,https://www.airbnb.com/rooms/16249570,$46.00,41.1410111,-8.615717300000002
2631,60129,https://www.airbnb.com/rooms/16162990,$20.00,41.1494937,-8.612053300000001
956,38443,https://www.airbnb.com/rooms/16098339,$55.00,41.1427523,-8.6185259
732,34310,https://www.airbnb.com/rooms/16173703,$75.00,41.146932,-8.614023199999998
1833,52187,https://www.airbnb.com/rooms/16518955,$80.00,41.1512758,-8.613917299999999
1263,44504,https://www.airbnb.com/rooms/16218995,$50.00,41.15110869999999,-8.615241700000002
1957,53505,https://www.airbnb.com/rooms/16405381,$44.00,41.1410111,-8.615717300000002
2803,62312,https://www.airbnb.com/rooms/15286686,$77.00,41.1580331,-8.6500656
899,37698,https://www.airbnb.com/rooms/16323042,$57.00,41.1587049,-8.6276323
2334,56753,https://www.airbnb.com/rooms/16342712,$40.00,41.14487099999999,-8.597934
3963,78878,https://www.airbnb.com/rooms/16171208,$60.00,41.1514776,-8.6211795
1768,50944,https://www.airbnb.com/rooms/16467253,$35.00,41.1440575,-8.597468500000002
1230,44007,https://www.airbnb.com/rooms/16008868,$65.00,41.14370539999999,-8.604047
857,36978,https://www.airbnb.com/rooms/15338478,$64.00,41.1461494,-8.6047537
983,38865,https://www.airbnb.com/rooms/16499714,$110.00,41.1558415,-8.6163821
911,37861,https://www.airbnb.com/rooms/16532039,$40.00,41.1444763,-8.6029035
1418,46623,https://www.airbnb.com/rooms/16489379,$60.00,41.1533655,-8.6307998
1943,53352,https://www.airbnb.com/rooms/16178074,$45.00,,
717,34112,https://www.airbnb.com/rooms/14888314,$55.00,,
1572,49177,https://www.airbnb.com/rooms/16364781,$60.00,41.1452233,-8.5982247
2977,64679,https://www.airbnb.com/rooms/16299998,$29.00,41.1580891,-8.6090082
921,38062,https://www.airbnb.com/rooms/16234820,$65.00,41.1587486,-8.6239441
863,37053,https://www.airbnb.com/rooms/16319861,$60.00,41.14426830000001,-8.6052219
1010,39424,https://www.airbnb.com/rooms/16542240,$56.00,41.149007899999994,-8.612177699999998
733,34315,https://www.airbnb.com/rooms/16174975,$75.00,41.146932,-8.614023199999998
892,37625,https://www.airbnb.com/rooms/16543651,$91.00,41.145974700000004,-8.618758399999999
2377,57229,https://www.airbnb.com/rooms/16376075,$40.00,41.1507388,-8.6053416
773,35158,https://www.airbnb.com/rooms/16462211,$90.00,41.1480584,-8.607774599999999
1300,45069,https://www.airbnb.com/rooms/16096856,$187.00,41.1522793,-8.6163362
1269,44727,https://www.airbnb.com/rooms/16288457,$200.00,41.150459999999995,-8.6071107
694,33594,https://www.airbnb.com/rooms/15909588,$75.00,,
1614,49572,https://www.airbnb.com/rooms/16461301,$40.00,41.160348600000006,-8.5906001
4245,82882,https://www.airbnb.com/rooms/15540865,$35.00,41.14521999999999,-8.614268
816,36040,https://www.airbnb.com/rooms/15549886,$42.00,41.1492558,-8.6035179
996,39315,https://www.airbnb.com/rooms/16545264,$50.00,41.1499209,-8.609395800000001
3488,72377,https://www.airbnb.com/rooms/15909944,$84.00,,
870,37326,https://www.airbnb.com/rooms/16253745,$165.00,41.147238200000004,-8.6065795
997,39318,https://www.airbnb.com/rooms/16586548,$50.00,41.1499209,-8.609395800000001
982,38825,https://www.airbnb.com/rooms/16480347,$65.00,41.1407828,-8.6151164
1677,50264,https://www.airbnb.com/rooms/16601579,$35.00,41.164038700000006,-8.60117
1693,50440,https://www.airbnb.com/rooms/16677966,$30.00,41.1481282,-8.620503900000001
4370,84393,https://www.airbnb.com/rooms/14793136,$90.00,41.1586366,-8.6273401
2353,56997,https://www.airbnb.com/rooms/16524325,$55.00,41.155255,-8.608858999999999
918,37992,https://www.airbnb.com/rooms/16551570,$69.00,41.150596,-8.609009
1604,49478,https://www.airbnb.com/rooms/11729396,$50.00,41.1461779,-8.606639099999999
1216,43807,https://www.airbnb.com/rooms/16659716,$34.00,41.1602573,-8.6054704
813,35881,https://www.airbnb.com/rooms/16390698,$80.00,41.153243599999996,-8.6001595
2399,57429,https://www.airbnb.com/rooms/16924626,$50.00,41.1470746,-8.5899015
3228,68023,https://www.airbnb.com/rooms/16243024,$40.00,41.140841200000004,-8.6166565
1701,50513,https://www.airbnb.com/rooms/16688960,$80.00,41.1567375,-8.6100655
1543,48655,https://www.airbnb.com/rooms/16736457,$50.00,41.1512249,-8.6119898
1344,45667,https://www.airbnb.com/rooms/16459735,$40.00,41.152796200000004,-8.610180999999999
915,37906,https://www.airbnb.com/rooms/16413377,$50.00,40.74024199999999,-8.090207000000001
2986,6472,https://www.airbnb.com/rooms/16878520,$60.00,41.145146999999994,-8.612537300000001
511,29591,https://www.airbnb.com/rooms/16591028,$115.00,41.1422471,-8.613807399999999
1948,53398,https://www.airbnb.com/rooms/17039771,$50.00,41.1466526,-8.599409399999999
896,37676,https://www.airbnb.com/rooms/16597547,$60.00,41.14885039999999,-8.6016364
1042,40007,https://www.airbnb.com/rooms/16945630,$80.00,41.147611,-8.614943499999999
2947,64400,https://www.airbnb.com/rooms/14786860,$59.00,41.1455846,-8.611083500000001
1189,43283,https://www.airbnb.com/rooms/17157383,$33.00,41.1419595,-8.616918799999999
962,38498,https://www.airbnb.com/rooms/16647087,$49.00,41.142051,-8.614175900000001
993,39217,https://www.airbnb.com/rooms/16996856,$30.00,,
1019,39516,https://www.airbnb.com/rooms/16983713,$56.00,41.141348,-8.614440600000002
916,37939,https://www.airbnb.com/rooms/16647448,$60.00,41.1629306,-8.6234127
1481,48315,https://www.airbnb.com/rooms/16656374,$50.00,41.154296,-8.611871899999999
995,39303,https://www.airbnb.com/rooms/16931130,$55.00,41.139958899999996,-8.6094485
872,3736,https://www.airbnb.com/rooms/16776655,$12.00,,
1926,53175,https://www.airbnb.com/rooms/17104692,$45.00,41.14521999999999,-8.614268
708,34015,https://www.airbnb.com/rooms/15828858,$45.00,41.157985499999995,-8.613787
964,38535,https://www.airbnb.com/rooms/16158598,$25.00,41.1434282,-8.6159847
1045,40080,https://www.airbnb.com/rooms/16199522,$40.00,41.154748299999994,-8.5995472
967,38594,https://www.airbnb.com/rooms/17148277,$68.00,41.14190740000001,-8.613615099999999
2443,57818,https://www.airbnb.com/rooms/17264998,$50.00,41.153712,-8.610451
1306,45146,https://www.airbnb.com/rooms/16703933,$70.00,41.14523270000001,-8.611495199999998
1000,39336,https://www.airbnb.com/rooms/17220922,$20.00,,
2507,58741,https://www.airbnb.com/rooms/12101712,$45.00,41.1577408,-8.626921099999999
878,37472,https://www.airbnb.com/rooms/17312182,$60.00,41.155255,-8.608858999999999
2457,5827,https://www.airbnb.com/rooms/17254862,$80.00,41.1642278,-8.601856999999999
1018,39513,https://www.airbnb.com/rooms/17085000,$50.00,41.141348,-8.614440600000002
1082,40915,https://www.airbnb.com/rooms/17139750,$60.00,,
4407,84813,https://www.airbnb.com/rooms/17034902,$70.00,41.1508839,-8.628133
889,37605,https://www.airbnb.com/rooms/16348897,$22.00,41.16607399999999,-8.620787199999999
1065,40467,https://www.airbnb.com/rooms/17248478,$100.00,41.1477286,-8.6138734
2009,53975,https://www.airbnb.com/rooms/17299275,$20.00,41.1450652,-8.6103075
1581,49299,https://www.airbnb.com/rooms/17024305,$50.00,41.14447,-8.613014999999999
1845,52345,https://www.airbnb.com/rooms/17365303,$75.00,,
1028,39740,https://www.airbnb.com/rooms/17131656,$55.00,41.16695060000001,-8.620116300000001
1549,48670,https://www.airbnb.com/rooms/17233355,$200.00,41.1522793,-8.6163362
838,36529,https://www.airbnb.com/rooms/16576415,$65.00,41.15988,-8.6277946
1884,52791,https://www.airbnb.com/rooms/16317992,$198.00,41.1507398,-8.601423599999999
2097,55057,https://www.airbnb.com/rooms/16924427,$90.00,41.1480927,-8.6156474
968,38599,https://www.airbnb.com/rooms/16851699,$75.00,41.1522793,-8.6163362
927,38198,https://www.airbnb.com/rooms/16856928,$39.00,41.154296,-8.611871899999999
992,39213,https://www.airbnb.com/rooms/17071748,$45.00,,
934,38240,https://www.airbnb.com/rooms/17157131,$15.00,,
930,38216,https://www.airbnb.com/rooms/16037875,$30.00,41.1580328,-8.6010621
4453,85516,https://www.airbnb.com/rooms/17280578,$75.00,41.149639,-8.6646895
3217,67914,https://www.airbnb.com/rooms/15739902,$26.00,41.1597951,-8.6443729
2888,63625,https://www.airbnb.com/rooms/17458971,$40.00,41.15605,-8.620747999999999
886,37591,https://www.airbnb.com/rooms/17044647,$45.00,,
2222,55214,https://www.airbnb.com/rooms/17434321,$50.00,41.1542689,-8.6078006
2948,64401,https://www.airbnb.com/rooms/14786895,$63.00,41.1455846,-8.611083500000001
1629,49738,https://www.airbnb.com/rooms/17430826,$56.00,41.1475328,-8.603297099999999
1151,42783,https://www.airbnb.com/rooms/17431180,$60.00,41.14896900000001,-8.622910300000001
2896,63721,https://www.airbnb.com/rooms/17404848,$40.00,41.1554851,-8.5950244
155,18165,https://www.airbnb.com/rooms/17029604,$30.00,41.155549,-8.623175
2858,63250,https://www.airbnb.com/rooms/17302705,$149.00,41.154546,-8.645647499999999
1708,50533,https://www.airbnb.com/rooms/4845090,$100.00,41.14329619999999,-8.586885800000001
1079,40824,https://www.airbnb.com/rooms/17634511,$50.00,41.151943,-8.6083728
2281,55956,https://www.airbnb.com/rooms/16607832,$80.00,41.145852000000005,-8.6048222
2892,63707,https://www.airbnb.com/rooms/13462427,$40.00,41.158881,-8.630696
1076,40804,https://www.airbnb.com/rooms/17552338,$55.00,41.1467645,-8.6309988
4615,88611,https://www.airbnb.com/rooms/17614864,$30.00,41.1570611,-8.612318400000001
1714,50543,https://www.airbnb.com/rooms/16960028,$55.00,41.1430466,-8.6185636
1081,40913,https://www.airbnb.com/rooms/17557213,$27.00,41.151943,-8.6083728
826,36269,https://www.airbnb.com/rooms/17431738,$49.00,41.159454600000004,-8.6103273
1052,40278,https://www.airbnb.com/rooms/17650656,$55.00,41.150596,-8.609009
1147,42738,https://www.airbnb.com/rooms/17524858,$75.00,41.15060220000001,-8.6090431
564,30518,https://www.airbnb.com/rooms/16960268,$50.00,41.1604401,-8.632785199999999
2440,57817,https://www.airbnb.com/rooms/17435356,$55.00,41.149878799999996,-8.5903875
1007,39371,https://www.airbnb.com/rooms/17479072,$50.00,41.151007299999996,-8.604237399999999
99,15790,https://www.airbnb.com/rooms/17718139,$85.00,41.1504935,-8.6134469
3337,70141,https://www.airbnb.com/rooms/17702759,$24.00,,
1038,39924,https://www.airbnb.com/rooms/17462835,$50.00,41.1579939,-8.6098625
1063,40448,https://www.airbnb.com/rooms/17480544,$60.00,41.144340500000006,-8.6176032
4218,82457,https://www.airbnb.com/rooms/17793447,$55.00,41.14521999999999,-8.614268
1551,48805,https://www.airbnb.com/rooms/16911798,$60.00,41.1744768,-8.606574499999999
2797,62142,https://www.airbnb.com/rooms/16929896,$46.00,41.149007899999994,-8.612177699999998
1212,43741,https://www.airbnb.com/rooms/17838666,$50.00,41.1803453,-8.604449899999999
1574,49198,https://www.airbnb.com/rooms/16264647,$17.00,41.1502497,-8.6603239
2995,64809,https://www.airbnb.com/rooms/17453748,$50.00,41.1424062,-8.604464900000002
4511,86353,https://www.airbnb.com/rooms/17718622,$40.00,41.1453476,-8.599169400000001
1078,40823,https://www.airbnb.com/rooms/17633601,$50.00,41.151943,-8.6083728
565,30599,https://www.airbnb.com/rooms/17882684,$35.00,41.1684951,-8.6870254
1084,40980,https://www.airbnb.com/rooms/16647151,$59.00,41.154092600000006,-8.6073886
294,23007,https://www.airbnb.com/rooms/14989688,$70.00,41.1451783,-8.6151565
3703,75358,https://www.airbnb.com/rooms/17593053,$80.00,41.162787,-8.612739
1466,47402,https://www.airbnb.com/rooms/17549741,$50.00,41.158276,-8.602687399999999
1031,39849,https://www.airbnb.com/rooms/17873554,$69.00,41.1512941,-8.614924900000002
4513,86374,https://www.airbnb.com/rooms/17558571,$20.00,41.1580499,-8.607886099999998
2229,55247,https://www.airbnb.com/rooms/17435276,$60.00,41.153064,-8.604869299999999
520,29751,https://www.airbnb.com/rooms/17264297,$39.00,41.1439071,-8.613439199999998
3340,70144,https://www.airbnb.com/rooms/17838544,$100.00,41.1499209,-8.609395800000001
3632,74417,https://www.airbnb.com/rooms/16467953,$30.00,41.1522762,-8.608127699999999
1027,39731,https://www.airbnb.com/rooms/17084807,$51.00,41.1545448,-8.6047995
890,37606,https://www.airbnb.com/rooms/17509206,$55.00,41.1519033,-8.6082127
994,39248,https://www.airbnb.com/rooms/17107434,$165.00,41.1496999,-8.615869199999999
1463,47382,https://www.airbnb.com/rooms/17215646,$50.00,41.158276,-8.602687399999999
957,38458,https://www.airbnb.com/rooms/16716083,$85.00,41.1487167,-8.607469799999999
3072,65923,https://www.airbnb.com/rooms/17843134,$31.00,41.14521999999999,-8.614268
1556,48911,https://www.airbnb.com/rooms/17119996,$100.00,41.1565085,-8.6003394
1068,40510,https://www.airbnb.com/rooms/17844832,$49.00,41.1419595,-8.616918799999999
1141,42686,https://www.airbnb.com/rooms/17980139,$63.00,41.149712,-8.620766000000001
203,2,https://www.airbnb.com/rooms/17043948,$90.00,,
1427,46838,https://www.airbnb.com/rooms/6975903,$16.00,41.1620213,-8.6185016
1067,40494,https://www.airbnb.com/rooms/17489999,$60.00,41.1435796,-8.618002699999998
1049,40203,https://www.airbnb.com/rooms/17967211,$45.00,41.1466936,-8.613516699999998
1056,40437,https://www.airbnb.com/rooms/17480794,$55.00,41.144340500000006,-8.6176032
1035,39892,https://www.airbnb.com/rooms/17312310,$150.00,,
1037,39896,https://www.airbnb.com/rooms/17864319,$60.00,41.152121,-8.6064707
1136,42548,https://www.airbnb.com/rooms/18056932,$49.00,41.148794,-8.601213999999999
4957,94463,https://www.airbnb.com/rooms/17554048,$45.00,41.15686289999999,-8.6101131
1055,40428,https://www.airbnb.com/rooms/17486317,$55.00,41.144340500000006,-8.6176032
1033,39863,https://www.airbnb.com/rooms/17380037,$100.00,41.156439500000005,-8.6477306
1311,45183,https://www.airbnb.com/rooms/14689314,$75.00,41.145247999999995,-8.610412199999999
1119,41635,https://www.airbnb.com/rooms/17847269,$60.00,41.1560355,-8.5937851
1124,41810,https://www.airbnb.com/rooms/17962609,$40.00,41.167105799999995,-8.603415199999999
2058,54593,https://www.airbnb.com/rooms/17829934,$90.00,41.1519033,-8.6082127
828,36273,https://www.airbnb.com/rooms/17432818,$49.00,41.159454600000004,-8.6103273
1498,48370,https://www.airbnb.com/rooms/17918567,$38.00,41.1483671,-8.6029669
1102,41193,https://www.airbnb.com/rooms/17683596,$65.00,41.158141799999996,-8.604533400000001
2330,56618,https://www.airbnb.com/rooms/13873869,$50.00,41.1583256,-8.606730599999999
1794,51422,https://www.airbnb.com/rooms/17216507,$48.00,41.1588192,-8.6201297
891,37623,https://www.airbnb.com/rooms/16042027,$55.00,41.149007899999994,-8.612177699999998
4623,88948,https://www.airbnb.com/rooms/17992463,$49.00,41.1462487,-8.6080221
191,19427,https://www.airbnb.com/rooms/12489332,$165.00,27.909466499999997,-82.7873244
991,39157,https://www.airbnb.com/rooms/16800329,$50.00,41.1537483,-8.5994771
4632,89137,https://www.airbnb.com/rooms/3833009,$35.00,41.1526292,-8.611245700000001
1122,41771,https://www.airbnb.com/rooms/18087235,$100.00,41.156989200000005,-8.678227
1606,49513,https://www.airbnb.com/rooms/17695316,$55.00,41.153677200000004,-8.6085884
1464,47387,https://www.airbnb.com/rooms/17999602,$50.00,41.158276,-8.602687399999999
2461,58333,https://www.airbnb.com/rooms/17936483,$59.00,41.142567299999996,-8.599538699999998
3010,65024,https://www.airbnb.com/rooms/17121959,$50.00,,
2737,61494,https://www.airbnb.com/rooms/18023977,$65.00,41.147238200000004,-8.6065795
1070,40562,https://www.airbnb.com/rooms/17791387,$70.00,41.144784,-8.6123504
1803,51566,https://www.airbnb.com/rooms/17943883,$45.00,41.153064,-8.604869299999999
3429,71389,https://www.airbnb.com/rooms/17912098,$60.00,41.1512029,-8.605126199999999
2060,54633,https://www.airbnb.com/rooms/18160657,$30.00,41.14224129999999,-8.607513599999999
1072,40694,https://www.airbnb.com/rooms/17521639,$85.00,41.1666381,-8.6268692
1048,40194,https://www.airbnb.com/rooms/17961827,$70.00,41.1466936,-8.613516699999998
1176,43211,https://www.airbnb.com/rooms/18204060,$47.00,41.1433263,-8.6176431
1925,53172,https://www.airbnb.com/rooms/20188358,$53.00,41.149735299999996,-8.612884800000002
1047,40191,https://www.airbnb.com/rooms/17958148,$90.00,41.1466936,-8.613516699999998
1377,45971,https://www.airbnb.com/rooms/17717935,$52.00,41.1589518,-8.6085835
2469,5843,https://www.airbnb.com/rooms/16108856,$50.00,,
931,38223,https://www.airbnb.com/rooms/18041824,$33.00,41.1609995,-8.631888900000002
898,37697,https://www.airbnb.com/rooms/16910153,$51.00,41.164038700000006,-8.60117
1404,46426,https://www.airbnb.com/rooms/18094362,$50.00,41.15982929999999,-8.583620800000002
1089,41083,https://www.airbnb.com/rooms/17676719,$64.00,41.149673299999996,-8.6230295
1235,44033,https://www.airbnb.com/rooms/18194398,$60.00,41.14519310000001,-8.612517800000001
1234,44032,https://www.airbnb.com/rooms/18194072,$60.00,41.14519310000001,-8.612517800000001
1165,43071,https://www.airbnb.com/rooms/18109459,$84.00,41.149556200000006,-8.6203194
1206,43618,https://www.airbnb.com/rooms/18052030,$62.00,41.1466277,-8.603271099999999
1320,45385,https://www.airbnb.com/rooms/18021993,$40.00,41.1499915,-8.6063744
1539,48648,https://www.airbnb.com/rooms/18093606,$40.00,41.1537483,-8.5994771
1440,47104,https://www.airbnb.com/rooms/18122669,$100.00,41.149639,-8.6646895
1164,43064,https://www.airbnb.com/rooms/17925880,$45.00,41.1485502,-8.6031734
1166,43138,https://www.airbnb.com/rooms/18031224,$120.00,,
1050,40212,https://www.airbnb.com/rooms/17967320,$45.00,41.1466936,-8.613516699999998
1129,41865,https://www.airbnb.com/rooms/18151314,$50.00,41.160376,-8.624770800000002
2696,60736,https://www.airbnb.com/rooms/18055259,$60.00,41.1466277,-8.603271099999999
1942,53350,https://www.airbnb.com/rooms/16533328,$45.00,41.1555973,-8.600440800000001
1177,43213,https://www.airbnb.com/rooms/18203834,$57.00,41.1433221,-8.617663400000001
1123,41787,https://www.airbnb.com/rooms/17810146,$110.00,41.1654941,-8.6086378
1178,43227,https://www.airbnb.com/rooms/18077450,$160.00,41.166087899999994,-8.5971352
2462,58336,https://www.airbnb.com/rooms/16923001,$59.00,41.142576,-8.599573800000002
212,20405,https://www.airbnb.com/rooms/18057553,$99.00,,
1931,53242,https://www.airbnb.com/rooms/12633774,$55.00,41.1486787,-8.6158956
912,37866,https://www.airbnb.com/rooms/17565547,$100.00,41.1580127,-8.613776
1103,41211,https://www.airbnb.com/rooms/17764300,$84.00,41.1603651,-8.6101261
923,38124,https://www.airbnb.com/rooms/18101836,$150.00,41.14896419999999,-8.609967999999999
718,34131,https://www.airbnb.com/rooms/13451739,$79.00,41.1579438,-8.629105299999999
1159,42956,https://www.airbnb.com/rooms/18104447,$50.00,41.144316100000005,-8.6026942
1175,43207,https://www.airbnb.com/rooms/18203458,$39.00,41.1432964,-8.617868
1174,43205,https://www.airbnb.com/rooms/18194082,$50.00,41.1432964,-8.617868
1149,42781,https://www.airbnb.com/rooms/18049742,$70.00,41.1503445,-8.608427899999999
2899,63795,https://www.airbnb.com/rooms/17774850,$55.00,41.14521999999999,-8.614268
1039,39957,https://www.airbnb.com/rooms/17397441,$90.00,41.155620500000005,-8.6192884
4331,83961,https://www.airbnb.com/rooms/17776225,$50.00,,
1132,42455,https://www.airbnb.com/rooms/16279223,$118.00,41.1499209,-8.609395800000001
1341,45637,https://www.airbnb.com/rooms/16643872,$50.00,41.142747,-8.6144508
3279,69177,https://www.airbnb.com/rooms/17619300,$89.00,41.147212100000004,-8.600157300000001
1834,52195,https://www.airbnb.com/rooms/16794189,$90.00,41.1519033,-8.6082127
2059,54627,https://www.airbnb.com/rooms/18160151,$44.00,41.1422293,-8.607491
3342,70170,https://www.airbnb.com/rooms/15864978,$55.00,41.1476655,-8.6120872
2271,55785,https://www.airbnb.com/rooms/18004901,$46.00,41.15466079999999,-8.609150699999999
2697,60759,https://www.airbnb.com/rooms/413766,$35.00,41.157787899999995,-8.623470900000001
933,38233,https://www.airbnb.com/rooms/16929412,$42.00,41.1615255,-8.622671
1040,39982,https://www.airbnb.com/rooms/18226366,$39.00,41.1451376,-8.599016599999999
827,36272,https://www.airbnb.com/rooms/17432435,$49.00,41.159454600000004,-8.6103273
4833,92552,https://www.airbnb.com/rooms/18042146,$65.00,41.1513002,-8.597403199999999
3555,73269,https://www.airbnb.com/rooms/17245723,$90.00,41.150340500000006,-8.608404
2236,55336,https://www.airbnb.com/rooms/18117252,$80.00,41.154559600000006,-8.615660400000001
960,38465,https://www.airbnb.com/rooms/17414689,$225.00,41.167067200000005,-8.621002299999999
2490,58582,https://www.airbnb.com/rooms/18276837,$53.00,41.1510093,-8.649229400000001
926,38168,https://www.airbnb.com/rooms/16736895,$49.00,41.1764499,-8.5856397
1211,43715,https://www.airbnb.com/rooms/18325962,$175.00,41.150298,-8.608405
436,27459,https://www.airbnb.com/rooms/17975280,$35.00,41.1636064,-8.6276533
1378,45999,https://www.airbnb.com/rooms/18224003,$55.00,41.159637200000006,-8.6172165
1127,41858,https://www.airbnb.com/rooms/18036097,$58.00,41.1467796,-8.5964064
4658,89522,https://www.airbnb.com/rooms/18120357,$35.00,41.150017999999996,-8.603358799999999
1062,40446,https://www.airbnb.com/rooms/17485800,$65.00,41.1435796,-8.618002699999998
1226,43976,https://www.airbnb.com/rooms/18103340,$55.00,,
61,13293,https://www.airbnb.com/rooms/17633951,$150.00,41.1443879,-8.6130415
3055,65711,https://www.airbnb.com/rooms/18271972,$40.00,41.1511244,-8.6119954
1075,40801,https://www.airbnb.com/rooms/17833036,$50.00,,
2781,61924,https://www.airbnb.com/rooms/18263739,$35.00,41.171158399999996,-8.6376146
4611,88500,https://www.airbnb.com/rooms/18352121,$70.00,41.155246500000004,-8.627854699999999
1334,45604,https://www.airbnb.com/rooms/18412169,$80.00,41.14100379999999,-8.610999900000001
1170,43146,https://www.airbnb.com/rooms/18035104,$90.00,,
1486,48324,https://www.airbnb.com/rooms/18431148,$40.00,41.150099499999996,-8.6121368
1215,43794,https://www.airbnb.com/rooms/18304060,$45.00,41.1488162,-8.601509499999999
1885,52798,https://www.airbnb.com/rooms/18272087,$28.00,41.1473989,-8.6310897
3024,65278,https://www.airbnb.com/rooms/18460681,$50.00,,
1111,41481,https://www.airbnb.com/rooms/17718429,$50.00,41.1504162,-8.608279999999999
1236,44045,https://www.airbnb.com/rooms/18271807,$58.00,41.154296,-8.611871899999999
