,REGISTO,LATITUDE,LONGITUDE,bigOwner
553,30347,41.1472382,-8.6065795,True
554,30347,41.1472382,-8.6065795,True
555,30357,41.14871770000001,-8.6189584,True
556,30401,41.1545782,-8.614499799999999,True
557,30401,41.1545782,-8.614499799999999,True
558,30401,41.1545782,-8.614499799999999,True
559,30401,41.1545782,-8.614499799999999,True
560,30401,41.1545782,-8.614499799999999,True
561,30453,41.1511126,-8.611933800000001,True
562,30480,41.1680895,-8.632522699999999,False
563,30503,41.1487167,-8.607469799999999,True
564,30518,41.1604401,-8.632785199999999,True
565,30599,41.1684951,-8.6870254,True
566,30605,41.1639842,-8.631225599999999,True
567,30612,41.154557200000006,-8.6095977,False
568,30685,41.14315149999999,-8.617624099999999,True
569,30709,41.1612174,-8.6039481,True
570,30754,41.14958970000001,-8.5962858,False
571,30771,41.149185,-8.620856100000001,False
572,308231,,,False
573,30839,41.1498107,-8.602065699999999,True
574,30848,41.14395089999999,-8.612498599999999,True
575,30849,41.14395089999999,-8.612498599999999,True
576,30854,41.14318460000001,-8.613406399999999,True
577,30856,41.1438661,-8.6124741,True
578,30857,41.144444,-8.612067,True
579,30901,41.145172,-8.611336099999999,False
580,30910,41.149628,-8.6075609,False
581,30921,41.1487987,-8.6019856,True
582,30987,,,True
583,31106,41.1476717,-8.6003972,True
584,31186,41.144162,-8.609143,True
585,31187,41.1527962,-8.610180999999999,False
586,31268,41.1496286,-8.601541699999999,True
587,31268,41.1496286,-8.601541699999999,True
588,31268,41.1496286,-8.601541699999999,True
589,31347,41.1589831,-8.601326199999999,False
590,31348,41.1500071,-8.602086,False
591,313782,,,False
592,31427,41.156795,-8.624037199999998,False
593,31447,41.14931560000001,-8.603788,False
594,31495,41.1550402,-8.648667000000001,True
595,31498,41.1416901,-8.6184124,True
596,31499,41.1418326,-8.618559199999998,True
597,31551,41.156744,-8.6225413,False
598,31641,41.14970599999999,-8.605587,True
599,31670,41.1543742,-8.6001716,False
600,31679,41.1505148,-8.614379699999999,False
601,31680,41.1608384,-8.6241267,False
602,31689,41.1680539,-8.6102852,True
603,31704,41.14243889999999,-8.604986300000002,False
604,3171,41.142311,-8.615382,False
605,31747,41.148279,-8.5972013,True
606,31747,41.148279,-8.5972013,True
607,31747,41.148279,-8.5972013,True
608,31747,41.148279,-8.5972013,True
609,31747,41.148279,-8.5972013,True
610,31776,41.1427523,-8.6185259,True
611,31781,41.14383979999999,-8.614040800000001,True
612,31786,41.1599112,-8.626079800000001,True
613,31787,41.14383979999999,-8.614040800000001,True
614,31795,41.14383979999999,-8.614040800000001,False
615,31914,41.16897210000001,-8.590795,True
616,31917,41.15665429999999,-8.598969300000002,False
617,31918,41.16897210000001,-8.590795,True
618,31936,41.1624604,-8.618805,True
619,31936,41.1624604,-8.618805,True
620,31936,41.1624604,-8.618805,True
621,31936,41.1624604,-8.618805,True
622,31936,41.1624604,-8.618805,True
623,31936,41.1624604,-8.618805,True
624,31971,41.1527048,-8.615038900000002,True
625,31971,41.1527048,-8.615038900000002,True
626,31971,41.1527048,-8.615038900000002,True
627,31971,41.1527048,-8.615038900000002,True
628,31971,41.1527048,-8.615038900000002,True
629,31971,41.1527048,-8.615038900000002,True
630,31971,41.1527048,-8.615038900000002,True
631,31971,41.1527048,-8.615038900000002,True
632,31971,41.1527048,-8.615038900000002,True
633,31971,41.1527048,-8.615038900000002,True
634,31971,41.1527048,-8.615038900000002,True
635,31971,41.1527048,-8.615038900000002,True
636,31971,41.1527048,-8.615038900000002,True
637,31983,41.146992,-8.605417,True
638,31983,41.146992,-8.605417,True
639,31983,41.146992,-8.605417,True
640,32033,41.1533385,-8.612059599999998,False
641,32060,41.1676337,-8.5930956,False
642,32200,41.144162,-8.609143,True
643,32212,41.1481282,-8.620503900000001,True
644,32212,41.1481282,-8.620503900000001,True
645,32212,41.1481282,-8.620503900000001,True
646,32212,41.1481282,-8.620503900000001,True
647,32219,41.1676337,-8.5930956,False
648,32244,,,True
649,32273,41.1540922,-8.618504699999999,True
650,32279,41.14383979999999,-8.614040800000001,False
651,32296,41.1514138,-8.604175300000001,True
652,32297,41.1447114,-8.6113254,False
653,32312,41.1508709,-8.6274757,False
654,32354,41.16051029999999,-8.636144400000001,False
655,32364,,,False
656,32442,,,True
657,32442,,,True
658,32451,41.1436892,-8.6139724,False
659,32471,41.14521999999999,-8.614268,False
660,32473,41.1429413,-8.609694500000002,False
661,32481,41.1500995,-8.6121368,True
662,32557,41.1561898,-8.5952796,False
663,32588,41.15224600000001,-8.610885000000001,False
664,32592,41.1590903,-8.608522299999999,False
665,32660,41.1418285,-8.613583199999999,False
666,32691,37.780411,-25.4970466,True
667,32731,41.1557489,-8.602334299999999,True
668,32747,41.1418285,-8.613583199999999,False
669,32762,41.1544789,-8.679473999999999,False
670,32785,41.1532855,-8.60723,False
671,32858,41.1487167,-8.607469799999999,False
672,32923,41.1442878,-8.608229399999999,False
673,32947,41.1635616,-8.6130586,False
674,33003,41.1407828,-8.6151164,True
675,33126,41.1446613,-8.609437,True
676,33161,41.1512758,-8.613917299999999,True
677,33182,41.1511737,-8.607107800000001,False
678,33221,41.1483446,-8.6254315,True
679,33283,41.1663419,-8.5929006,False
680,33298,41.1491041,-8.602147400000002,False
681,33333,41.1490481,-8.603986500000001,True
682,33337,41.1803453,-8.604449899999999,True
683,33416,41.1725622,-8.639853800000001,False
684,33449233560,,,False
685,33469,41.15057180000001,-8.6054161,True
686,33475,41.15057180000001,-8.6054161,True
687,33475,41.15057180000001,-8.6054161,True
688,33475,41.15057180000001,-8.6054161,True
689,33528,41.1487167,-8.607469799999999,True
690,33554,41.15278710000001,-8.6080323,True
691,33572,41.1426819,-8.615741,True
692,33576,41.1426819,-8.615741,True
693,33581,,,False
694,33594,,,True
695,33623,41.14430720000001,-8.603645,False
696,33632,41.1524774,-8.6087559,False
697,33634,41.15269470000001,-8.6085177,True
698,33693,41.1426819,-8.615741,True
699,33728,41.15763949999999,-8.6111024,True
