,listing_id,host_id,min(date),latitude,longitude,bigOwner
979,9046774,5897201,2015-11-06,41.14601,-8.604519999999999,True
980,8519443,17143947,2015-11-07,41.15396,-8.618780000000001,False
981,8866498,46406468,2015-11-08,41.16323,-8.59982,False
982,3901757,4656501,2015-11-09,41.14512,-8.59864,True
983,8426811,37066714,2015-11-09,41.14562,-8.60945,True
984,9090720,38866810,2015-11-09,41.1489,-8.60591,False
985,9027023,19065705,2015-11-10,41.16218,-8.60825,True
986,8961376,7977641,2015-11-14,41.146409999999996,-8.61213,True
987,8747853,18112547,2015-11-15,41.15173,-8.602160000000001,False
988,9280084,48191387,2015-11-23,41.15573,-8.619639999999999,False
989,9288757,16922131,2015-11-25,41.15459,-8.6056,True
990,9295791,6022981,2015-11-28,41.15482,-8.61105,False
991,9374717,1377085,2015-11-29,41.14302,-8.617469999999999,False
992,9530473,49369006,2015-11-29,41.14575,-8.61581,False
993,9344970,5238547,2015-12-01,41.15092,-8.60135,False
994,9348208,5238547,2015-12-01,41.16193,-8.62403,True
995,9168000,28751859,2015-12-06,41.166740000000004,-8.611310000000001,False
996,9248616,1138920,2015-12-06,41.14865,-8.6011,True
997,9253222,47907505,2015-12-06,41.15916,-8.622810000000001,False
998,9601946,23291068,2015-12-06,41.15286,-8.619010000000001,True
999,9603199,47932583,2015-12-07,41.148540000000004,-8.615,False
1000,7034877,31874973,2015-12-08,41.15401,-8.67676,False
1001,8923160,1138920,2015-12-08,41.14743,-8.60575,True
1002,9072484,38574247,2015-12-08,41.14352,-8.61313,False
1003,9217882,47932583,2015-12-08,41.14694,-8.61368,True
1004,9224269,7333910,2015-12-08,41.15077,-8.617510000000001,True
1005,9257309,1385493,2015-12-08,41.14989,-8.61691,True
1006,9269601,48141640,2015-12-08,41.147870000000005,-8.62261,False
1007,9336976,228132,2015-12-08,41.149029999999996,-8.599789999999999,False
1008,9682652,9943979,2015-12-08,41.14265,-8.60882,True
1009,9733782,14334740,2015-12-08,41.14589,-8.613489999999999,True
1010,9742465,50262315,2015-12-08,41.14493,-8.61251,False
1011,5523392,491241,2015-12-09,41.1466,-8.61978,False
1012,5612531,789887,2015-12-09,41.148109999999996,-8.61507,True
1013,8880415,45507443,2015-12-09,41.14721,-8.60154,False
1014,9102637,25966212,2015-12-09,41.14883,-8.60326,True
1015,9444294,48943549,2015-12-09,41.14438,-8.61593,False
1016,9487927,41161072,2015-12-09,41.14437,-8.61231,False
1017,9781706,228132,2015-12-09,41.14866,-8.59983,True
1018,9184400,47785702,2015-12-10,41.15687,-8.644110000000001,False
1019,9199782,47851939,2015-12-10,41.14965,-8.60619,False
1020,9837994,31849564,2015-12-12,41.16105,-8.63239,True
1021,9650938,2965824,2015-12-13,41.14806,-8.61491,True
1022,6627146,5897201,2015-12-14,41.141459999999995,-8.617989999999999,True
1023,9609716,16922131,2015-12-19,41.15403,-8.60345,True
1024,8731021,399503,2015-12-22,41.14304,-8.61363,True
1025,9840252,35057317,2015-12-27,41.14266,-8.614289999999999,True
1026,5093433,26316857,2015-12-30,41.1559,-8.60401,False
1027,10172608,25997344,2015-12-30,41.14889,-8.6097,True
1028,9379065,48660098,2015-12-31,41.159279999999995,-8.6109,False
1029,9556000,49481665,2015-12-31,41.15075,-8.62905,False
1030,9708106,50123792,2015-12-31,41.15569,-8.60998,False
1031,10074667,51692724,2015-12-31,41.14436,-8.61903,False
1032,4021422,2686177,2016-01-01,41.15074,-8.6058,True
1033,5270632,27267172,2016-01-01,41.148540000000004,-8.63358,False
1034,8786715,43292961,2016-01-01,41.14739,-8.604339999999999,True
1035,9918134,50460736,2016-01-01,41.14581,-8.61305,False
1036,10051156,51447621,2016-01-01,41.14909,-8.614930000000001,False
1037,3991998,2686177,2016-01-02,41.15882,-8.61195,True
1038,7145276,35468894,2016-01-02,41.14502,-8.61125,False
1039,8066233,34348897,2016-01-02,41.15048,-8.60177,False
1040,8692997,27267172,2016-01-02,41.14774,-8.63312,True
1041,8693218,27267172,2016-01-02,41.14946,-8.63497,True
1042,9725550,399503,2016-01-02,41.14824,-8.621739999999999,True
1043,9756653,49958552,2016-01-02,41.15999,-8.59057,False
1044,9818493,2969815,2016-01-02,41.15498,-8.6094,False
1045,9861680,9320470,2016-01-02,41.14604,-8.592030000000001,True
1046,9898954,37066714,2016-01-02,41.143359999999994,-8.60967,True
1047,10006845,51222378,2016-01-02,41.16041,-8.5918,False
1048,10019375,51447621,2016-01-02,41.14601,-8.61125,True
1049,10080224,51724179,2016-01-02,41.14427,-8.61198,False
1050,10083468,27518920,2016-01-02,41.15225,-8.61123,True
1051,10094663,37385103,2016-01-02,41.17691,-8.58958,False
1052,10245541,52661191,2016-01-02,41.162,-8.621739999999999,False
1053,10251783,51724179,2016-01-02,41.144220000000004,-8.6118,True
1054,8685222,27267172,2016-01-03,41.14829,-8.63391,True
1055,8692727,27267172,2016-01-03,41.14803,-8.63372,True
1056,9019639,14663543,2016-01-03,41.146159999999995,-8.6007,True
1057,9135674,47580004,2016-01-03,41.14566,-8.60384,False
1058,9260658,48107593,2016-01-03,41.14918,-8.61838,False
1059,9341476,48483186,2016-01-03,41.14689,-8.60998,False
1060,9899517,5070279,2016-01-03,41.14412,-8.60603,True
1061,9970278,51222378,2016-01-03,41.1619,-8.592310000000001,True
1062,9982597,37776205,2016-01-03,41.149370000000005,-8.61559,True
1063,9983055,37776205,2016-01-03,41.14986,-8.61621,True
1064,9983221,37776205,2016-01-03,41.15137,-8.61693,True
1065,10006546,51399391,2016-01-03,41.1413,-8.61308,False
1066,10038195,46409321,2016-01-03,41.1497,-8.6106,False
1067,10118022,4114510,2016-01-03,41.1636,-8.61787,False
1068,9009795,7238676,2016-01-04,41.14608,-8.63165,True
1069,9957738,47788215,2016-01-04,41.16118,-8.60098,False
1070,8692223,27267172,2016-01-05,41.14826,-8.63518,True
1071,9930818,51005852,2016-01-05,41.14758,-8.61469,False
1072,9969335,2068687,2016-01-07,41.159079999999996,-8.60464,False
1073,9366933,48601603,2016-01-11,41.15095,-8.606760000000001,False
1074,4504974,7959537,2016-01-17,41.15892,-8.63527,False
1075,10312737,19887538,2016-01-17,41.15469,-8.61165,True
1076,10269320,51724179,2016-01-18,41.144040000000004,-8.61205,True
1077,10303124,3356481,2016-01-18,41.14383,-8.615039999999999,True
1078,10492982,13273847,2016-01-21,41.14452,-8.61353,False
1079,9664025,38574247,2016-01-22,41.1528,-8.61151,True
1080,10375301,3356481,2016-01-25,41.14162,-8.6162,True
1081,10446944,51724179,2016-01-25,41.14421,-8.61164,True
1082,10829394,39120410,2016-01-31,41.158609999999996,-8.613660000000001,False
1083,8703133,36418306,2016-02-01,41.15883,-8.6319,True
1084,10083355,38574247,2016-02-01,41.14294,-8.61505,True
1085,10511727,53528110,2016-02-01,41.150490000000005,-8.59651,False
1086,10516607,13273847,2016-02-01,41.14498,-8.61308,True
1087,10664888,35484736,2016-02-03,41.141059999999996,-8.612789999999999,True
1088,9299516,20422081,2016-02-04,41.14959,-8.60478,False
1089,10707479,55323962,2016-02-05,41.15374,-8.67448,False
1090,10231658,48141640,2016-02-06,41.153,-8.61388,True
1091,10487917,9320470,2016-02-06,41.1462,-8.59275,True
1092,10635214,14416890,2016-02-08,41.14519,-8.611,False
1093,10635330,46315078,2016-02-08,41.15449,-8.6061,True
1094,10782837,39120410,2016-02-08,41.15996,-8.61466,True
1095,10869052,5897201,2016-02-08,41.14167,-8.6177,True
1096,10993992,54853901,2016-02-08,41.147940000000006,-8.60261,False
1097,8686233,27267172,2016-02-09,41.149770000000004,-8.63367,True
1098,9776121,6518808,2016-02-09,41.165929999999996,-8.62946,True
1099,9833392,7956382,2016-02-09,41.15226,-8.60944,False
1100,10387179,51339447,2016-02-09,41.161390000000004,-8.60652,False
1101,10616492,54662715,2016-02-10,41.14123,-8.616530000000001,False
1102,9377993,35468894,2016-02-12,41.14897,-8.63386,True
1103,8492234,44724000,2016-02-13,41.167359999999995,-8.60859,False
1104,7965199,42026380,2016-02-15,41.15379,-8.60471,False
1105,10103238,51447621,2016-02-15,41.14922,-8.61466,True
1106,10270039,9320470,2016-02-15,41.1463,-8.5922,True
1107,10742306,46406468,2016-02-15,41.16494,-8.59965,True
1108,10444324,1675750,2016-02-16,41.1437,-8.616589999999999,True
1109,10742775,46406468,2016-02-16,41.1648,-8.59861,True
1110,10446674,53818370,2016-02-17,41.15074,-8.67683,False
1111,10605132,27267172,2016-02-17,41.148379999999996,-8.63308,True
1112,8039971,399503,2016-02-18,41.15417,-8.60829,True
1113,10902691,54040900,2016-02-18,41.14286,-8.61503,False
1114,10441253,9320470,2016-02-20,41.14627,-8.593630000000001,True
1115,3975821,20604917,2016-02-21,41.141290000000005,-8.61771,False
1116,9690252,3953109,2016-02-21,41.15183,-8.62095,True
1117,10269588,51724179,2016-02-21,41.14587,-8.61032,True
1118,10883218,56389825,2016-02-21,41.14365,-8.60868,False
1119,11078721,18272012,2016-02-21,41.15467,-8.60844,False
1120,10453361,25693995,2016-02-23,41.16153,-8.59608,False
1121,8741818,9320470,2016-02-24,41.14612,-8.59199,True
1122,10132375,2228036,2016-02-25,41.14912,-8.60794,True
1123,11215779,57803656,2016-02-26,41.15035,-8.60162,False
1124,10558477,24404975,2016-02-27,41.15558,-8.60545,True
1125,11046074,57323518,2016-02-27,41.15055,-8.59938,False
1126,9388776,48700587,2016-03-01,41.15307,-8.60466,False
1127,6586245,34451370,2016-03-03,41.15854,-8.61105,False
1128,8105787,42797489,2016-03-03,41.14405,-8.6026,False
1129,690799,2900538,2016-03-04,41.14615,-8.61333,True
1130,9970652,51235110,2016-03-06,41.15136,-8.60445,False
1131,11527821,18651903,2016-03-06,41.14536,-8.603489999999999,True
1132,10525747,7978308,2016-03-07,41.16183,-8.61548,False
1133,10134129,2228036,2016-03-08,41.151070000000004,-8.60564,True
1134,10803366,37145227,2016-03-09,41.14545,-8.6078,True
1135,10957645,56835539,2016-03-09,41.15025,-8.6748,False
1136,11410267,41757075,2016-03-09,41.15032,-8.600389999999999,True
1137,11579199,43843453,2016-03-09,41.15124,-8.60149,False
1138,11517974,60713888,2016-03-12,41.144290000000005,-8.61484,False
1139,11637057,55909094,2016-03-12,41.15961,-8.60905,False
1140,9688608,3953109,2016-03-13,41.151109999999996,-8.62193,True
1141,11052120,2228036,2016-03-13,41.153,-8.60755,True
1142,11545553,57981416,2016-03-13,41.14725,-8.615160000000001,False
1143,11703559,41161072,2016-03-13,41.14464,-8.61181,True
1144,10581964,50712288,2016-03-14,41.17635,-8.5943,False
1145,10628126,54662715,2016-03-15,41.14295,-8.616019999999999,True
1146,9379609,35468894,2016-03-16,41.14607,-8.61138,True
1147,10810184,16922131,2016-03-16,41.14905,-8.60525,True
1148,10989027,53030717,2016-03-16,41.14938,-8.6199,False
1149,11123370,57794865,2016-03-16,41.14798,-8.60187,False
1150,11202257,58331055,2016-03-16,41.144090000000006,-8.613480000000001,False
1151,11466247,58331055,2016-03-16,41.14563,-8.61327,True
1152,4410912,22895173,2016-03-17,41.15968,-8.62525,True
1153,9043503,47191303,2016-03-17,41.15415,-8.618689999999999,False
1154,11467528,60327893,2016-03-18,41.14565,-8.612169999999999,False
1155,11814438,43242639,2016-03-19,41.14973,-8.60721,False
1156,11606193,30033862,2016-03-20,41.16535,-8.65954,True
1157,10384213,49780558,2016-03-22,41.18204,-8.6085,False
1158,11447743,48943549,2016-03-22,41.145070000000004,-8.61655,True
1159,10967643,56896019,2016-03-23,41.15085,-8.61791,False
1160,11411617,58331055,2016-03-23,41.1449,-8.61378,True
1161,11413023,35821827,2016-03-23,41.14366,-8.61825,True
1162,11460620,60271425,2016-03-23,41.14478,-8.613380000000001,False
1163,11468257,43242639,2016-03-23,41.15043,-8.60547,True
1164,11510668,12097546,2016-03-23,41.14802,-8.60675,True
1165,11526714,60780765,2016-03-23,41.16185,-8.61074,False
1166,11638151,60327893,2016-03-23,41.14748,-8.61236,True
1167,11665629,38574247,2016-03-23,41.14158,-8.61495,True
1168,11909049,63272617,2016-03-23,41.1569,-8.602780000000001,False
1169,10220952,15228933,2016-03-24,41.14478,-8.61393,True
1170,10453288,53856549,2016-03-24,41.14482,-8.614239999999999,False
1171,11029340,2228036,2016-03-24,41.15108,-8.60643,True
1172,11187149,58233693,2016-03-24,41.14439,-8.61015,False
1173,11459163,54662715,2016-03-24,41.14184,-8.61466,True
1174,11460459,60271425,2016-03-24,41.144420000000004,-8.61273,True
1175,10962358,56862259,2016-03-25,41.16921,-8.66515,False
1176,11412948,59920784,2016-03-25,41.17272,-8.65315,False
1177,11549432,51164528,2016-03-25,41.16715,-8.63113,False
1178,5577090,28804031,2016-03-26,41.142790000000005,-8.59849,False
1179,9656213,49915609,2016-03-26,41.14673,-8.60721,False
1180,9837190,5238547,2016-03-26,41.151309999999995,-8.60089,True
1181,10257876,41161072,2016-03-26,41.14386,-8.611080000000001,True
1182,11436893,59881907,2016-03-26,41.151309999999995,-8.62165,False
1183,11890668,582444,2016-03-26,41.1443,-8.6109,True
1184,11987286,17491919,2016-03-26,41.159440000000004,-8.60799,False
1185,12005622,64204260,2016-03-26,41.14717,-8.60898,False
1186,8298268,6323270,2016-03-27,41.15848,-8.61947,False
1187,10245700,52662289,2016-03-27,41.14331,-8.616019999999999,False
1188,10844635,56167719,2016-03-27,41.17604,-8.63061,False
1189,11033418,57255506,2016-03-27,41.147259999999996,-8.6215,False
1190,11186146,58233693,2016-03-27,41.1445,-8.60871,True
1191,11187330,58233693,2016-03-27,41.143609999999995,-8.61041,True
1192,11524730,42050568,2016-03-27,41.158159999999995,-8.635689999999999,False
1193,11637986,60327893,2016-03-27,41.14586,-8.6143,True
1194,11668972,61948191,2016-03-27,41.14437,-8.6136,False
1195,11701015,17789572,2016-03-27,41.14245,-8.60703,True
1196,11746475,23217714,2016-03-27,41.1592,-8.608419999999999,False
1197,11766016,62625435,2016-03-27,41.15787,-8.61323,False
1198,11770808,62657931,2016-03-27,41.152440000000006,-8.604519999999999,False
1199,11786508,62767917,2016-03-27,41.14622,-8.599910000000001,False
1200,11852643,36413836,2016-03-27,41.15128,-8.59693,False
1201,20188371,143701949,2016-03-27,41.14635,-8.61121,True
1202,10593438,36254044,2016-03-28,41.14707,-8.61707,False
1203,11124673,57803656,2016-03-28,41.15059,-8.60069,True
1204,11199711,46659710,2016-03-28,41.14353,-8.612919999999999,False
1205,11825238,61364453,2016-03-28,41.16361,-8.58354,False
1206,11839086,63081546,2016-03-28,41.150040000000004,-8.656880000000001,False
1207,11902920,56993178,2016-03-28,41.154270000000004,-8.620560000000001,False
1208,11926951,63565731,2016-03-28,41.146159999999995,-8.61377,False
1209,11943679,47758464,2016-03-28,41.16258,-8.60605,False
1210,5326623,21204371,2016-03-30,41.1432,-8.60261,False
1211,9982731,32524356,2016-03-30,41.14521,-8.61205,False
1212,10560325,12870591,2016-03-30,41.16093,-8.6114,False
1213,10960025,25741929,2016-03-30,41.14547,-8.613010000000001,True
1214,10977258,24411882,2016-03-30,41.15795,-8.60961,False
1215,11495401,60529840,2016-03-30,41.14622,-8.61632,False
1216,11523343,60754348,2016-03-30,41.15238,-8.61571,False
1217,11541086,60887746,2016-03-30,41.14415,-8.61185,False
1218,11711391,2514783,2016-03-30,41.15525,-8.608839999999999,True
1219,11884867,63363919,2016-03-30,41.15357,-8.62676,False
1220,20188329,143701949,2016-03-30,41.1504,-8.611260000000001,True
1221,11809392,25882956,2016-03-31,41.1567,-8.60155,False
1222,11934694,41020666,2016-03-31,41.14354,-8.61942,True
1223,8455980,44500020,2016-04-01,41.14614,-8.60486,False
1224,5577920,28804031,2016-04-02,41.15142,-8.5977,True
1225,11088694,57575950,2016-04-02,41.16768,-8.60919,False
1226,8872824,46439567,2016-04-03,41.16975,-8.60334,False
1227,11136226,13090258,2016-04-05,41.14585,-8.607510000000001,False
1228,11672644,58331055,2016-04-06,41.14643,-8.61329,True
1229,11893869,63432197,2016-04-06,41.15953,-8.63486,False
1230,5577233,28804031,2016-04-07,41.143159999999995,-8.5994,True
1231,10288807,52657028,2016-04-07,41.14853,-8.587489999999999,False
1232,12046370,64501912,2016-04-07,41.15292,-8.61302,False
1233,12131372,43972108,2016-04-07,41.15147,-8.62787,False
1234,8455883,44500020,2016-04-08,41.144870000000004,-8.60518,True
1235,11604060,12246435,2016-04-10,41.15631,-8.6113,False
1236,11894672,63432197,2016-04-10,41.157740000000004,-8.63417,True
1237,9689084,3953109,2016-04-11,41.14979,-8.62154,True
1238,11601918,12246435,2016-04-11,41.156000000000006,-8.61093,True
1239,12033025,64403993,2016-04-11,41.14654,-8.611310000000001,False
1240,10921917,56613095,2016-04-12,41.15332,-8.60945,False
1241,11840151,399503,2016-04-12,41.148579999999995,-8.62162,True
1242,5904279,30666076,2016-04-15,41.1469,-8.62957,False
1243,11904174,399503,2016-04-15,41.1496,-8.62097,True
1244,5683325,5389044,2016-04-16,41.144,-8.62106,True
1245,9485408,1997241,2016-04-16,41.15225,-8.60558,True
1246,11937822,63590805,2016-04-17,41.143240000000006,-8.60698,False
1247,12025856,48191387,2016-04-17,41.15667,-8.6198,True
1248,12083127,12128252,2016-04-17,41.152640000000005,-8.61759,True
1249,12250757,65950216,2016-04-17,41.15698,-8.6081,False
1250,12320476,66450402,2016-04-17,41.14707,-8.61258,False
1251,12401086,6250742,2016-04-17,41.146209999999996,-8.61236,False
1252,7790054,32114060,2016-04-18,41.15065,-8.60327,False
1253,9150502,30662969,2016-04-18,41.14184,-8.61769,True
1254,9678477,37120087,2016-04-18,41.15894,-8.60955,False
1255,9690400,3953109,2016-04-18,41.15133,-8.62095,True
1256,11241038,58620469,2016-04-18,41.16515,-8.59722,False
1257,12264937,4114510,2016-04-20,41.164770000000004,-8.61713,True
1258,12303126,4114510,2016-04-23,41.165209999999995,-8.61938,True
1259,11521969,60743705,2016-04-24,41.15102,-8.62991,False
1260,11937953,63590805,2016-04-24,41.14428,-8.60779,True
1261,11983432,64046087,2016-04-24,41.142540000000004,-8.61068,False
1262,12026763,64196096,2016-04-24,41.14832,-8.601989999999999,False
1263,12208194,6250742,2016-04-24,41.14682,-8.61392,True
1264,12260015,4114510,2016-04-24,41.166059999999995,-8.617289999999999,True
1265,12270893,66067403,2016-04-24,41.14962,-8.62623,False
1266,12404716,17789572,2016-04-24,41.14188,-8.60709,True
1267,12468833,66587244,2016-04-24,41.14236,-8.60928,False
1268,12481164,67560902,2016-04-24,41.15047,-8.58705,False
1269,12552675,68034151,2016-04-24,41.14542,-8.60827,False
1270,5575975,28804031,2016-04-25,41.15237,-8.59737,True
1271,9689200,3953109,2016-04-25,41.15036,-8.62219,True
1272,10139717,39031192,2016-04-25,41.17767,-8.58359,False
1273,11685238,62075817,2016-04-25,41.14845,-8.60786,False
1274,12200176,9750723,2016-04-25,41.15757,-8.59399,False
1275,12252094,65908096,2016-04-25,41.152,-8.612589999999999,False
1276,12333912,1154250,2016-04-25,41.1503,-8.65771,False
1277,12401124,6250742,2016-04-25,41.14557,-8.6127,True
1278,12468468,67468545,2016-04-25,41.15149,-8.61472,False
1279,8456041,44500020,2016-04-26,41.14467,-8.60516,True
1280,9890548,50879136,2016-04-26,41.16533,-8.662289999999999,False
1281,10097660,24207757,2016-04-26,41.14942,-8.60267,False
1282,10751577,55590312,2016-04-26,41.15382,-8.61989,False
1283,10898353,56478328,2016-04-26,41.15011,-8.608989999999999,False
1284,12054307,38574247,2016-04-26,41.15406,-8.60965,True
1285,8019415,42346374,2016-04-27,41.14588,-8.580169999999999,False
1286,8608545,5389044,2016-04-27,41.149409999999996,-8.624880000000001,True
1287,12267039,9750723,2016-04-28,41.157090000000004,-8.595369999999999,True
1288,12401036,6250742,2016-04-28,41.14648,-8.612039999999999,True
1289,12397377,48943549,2016-04-29,41.14425,-8.61664,True
1290,12588102,10740912,2016-04-29,41.150079999999996,-8.61088,False
1291,10891941,56442751,2016-04-30,41.14737,-8.64824,False
1292,11105011,57575950,2016-04-30,41.16788,-8.610610000000001,True
1293,8287483,43696236,2016-05-01,41.17086,-8.6569,False
1294,12336196,66587244,2016-05-02,41.142590000000006,-8.61073,True
1295,12422780,35016883,2016-05-02,41.145720000000004,-8.61336,True
1296,12523975,19458554,2016-05-02,41.14958,-8.60741,True
1297,12568262,68141533,2016-05-02,41.142179999999996,-8.61072,False
1298,12642136,68657646,2016-05-02,41.149570000000004,-8.61139,False
1299,12666874,68813324,2016-05-02,41.1545,-8.60807,False
1300,12737744,69234774,2016-05-02,41.15793,-8.63312,False
1301,5804599,30068812,2016-05-03,41.15553,-8.61782,False
1302,12091977,28343654,2016-05-03,41.147909999999996,-8.611839999999999,True
1303,12207571,57803656,2016-05-03,41.14956,-8.602269999999999,True
1304,12220315,2728741,2016-05-03,41.14196,-8.61743,True
1305,12553392,68034151,2016-05-03,41.145340000000004,-8.607669999999999,True
1306,12680743,68819474,2016-05-03,41.1555,-8.6495,False
1307,12128973,35423063,2016-05-04,41.150090000000006,-8.62215,False
1308,12400621,6250742,2016-05-04,41.14655,-8.612969999999999,True
1309,12733822,69234774,2016-05-04,41.15938,-8.63255,True
1310,12747791,69234774,2016-05-04,41.15999,-8.6312,True
1311,3486981,4216902,2016-05-05,41.157309999999995,-8.62842,True
1312,5075951,4216902,2016-05-06,41.15915,-8.62862,True
1313,9690065,3953109,2016-05-06,41.14958,-8.62092,True
1314,12581888,68236546,2016-05-06,41.15162,-8.62009,False
1315,9921759,51005852,2016-05-07,41.1475,-8.61519,True
1316,12318424,66450402,2016-05-07,41.147940000000006,-8.61481,True
1317,12819439,12897618,2016-05-07,41.147490000000005,-8.60679,True
1318,9917859,2296185,2016-05-08,41.151270000000004,-8.60622,True
1319,12207260,56742172,2016-05-08,41.15708,-8.64338,False
1320,12220796,2728741,2016-05-08,41.141870000000004,-8.61695,True
1321,12221297,2728741,2016-05-08,41.14188,-8.61613,True
1322,12379322,15175482,2016-05-08,41.141940000000005,-8.61903,False
1323,12619025,68506057,2016-05-08,41.1515,-8.601410000000001,False
1324,12817580,69917073,2016-05-08,41.15247,-8.61688,False
1325,11882373,12252817,2016-05-09,41.15915,-8.60914,True
1326,12300847,12957162,2016-05-09,41.15612,-8.60068,False
1327,12696198,68657646,2016-05-10,41.151379999999996,-8.61311,True
1328,12958568,41161072,2016-05-11,41.1457,-8.611889999999999,True
1329,11619933,61534226,2016-05-12,41.151070000000004,-8.62475,False
1330,12395287,24404975,2016-05-12,41.160579999999996,-8.60853,True
1331,12537217,8739396,2016-05-12,41.15005,-8.61229,False
1332,12752375,69361889,2016-05-12,41.15269,-8.628960000000001,False
1333,4792155,4216902,2016-05-13,41.158640000000005,-8.62735,True
1334,12033483,11452925,2016-05-13,41.149409999999996,-8.6036,True
1335,12445532,1297103,2016-05-15,41.15275,-8.614239999999999,False
1336,12705684,17789572,2016-05-15,41.14225,-8.60848,True
1337,8576831,45138994,2016-05-16,41.15747,-8.67212,False
1338,11810475,52662289,2016-05-16,41.1434,-8.615,True
1339,12278619,9750723,2016-05-16,41.1582,-8.59417,True
1340,12751519,3953109,2016-05-16,41.14436,-8.61468,True
1341,12762087,69426488,2016-05-16,41.14228,-8.61492,False
1342,12909736,70762952,2016-05-16,41.1439,-8.61144,False
1343,12989259,56961321,2016-05-16,41.15027,-8.61406,False
1344,6004502,31169881,2016-05-17,41.15473,-8.66262,False
1345,12861260,68657646,2016-05-17,41.14986,-8.612919999999999,True
1346,12863526,68657646,2016-05-17,41.15098,-8.61321,True
1347,12884520,70509853,2016-05-17,41.14347,-8.61375,False
1348,12886816,70530473,2016-05-17,41.14054,-8.60962,False
1349,12932138,4634307,2016-05-17,41.146640000000005,-8.61016,True
1350,12960751,12897618,2016-05-17,41.14863,-8.60865,True
1351,12968200,71331536,2016-05-17,41.14397,-8.608310000000001,False
1352,12374598,56226295,2016-05-18,41.143370000000004,-8.61479,False
1353,12747937,69234774,2016-05-18,41.15988,-8.63337,True
1354,12913226,31690216,2016-05-18,41.15041,-8.617519999999999,True
1355,13024929,41274030,2016-05-18,41.1654,-8.6117,True
1356,11718075,62306699,2016-05-19,41.14419,-8.58645,False
1357,12903099,2514783,2016-05-19,41.149229999999996,-8.60338,True
1358,12931395,25966212,2016-05-20,41.148759999999996,-8.60355,True
1359,12984667,12897618,2016-05-20,41.147529999999996,-8.60835,True
1360,13005772,56961321,2016-05-20,41.15144,-8.61388,True
1361,11937619,63590805,2016-05-21,41.14397,-8.60781,True
1362,12933623,17789572,2016-05-21,41.14186,-8.60849,True
1363,13034034,41274030,2016-05-21,41.1712,-8.61792,True
1364,12419528,35428360,2016-05-22,41.14689,-8.610560000000001,True
1365,13004531,56961321,2016-05-22,41.151790000000005,-8.61459,True
1366,13057010,72300164,2016-05-22,41.1485,-8.5988,False
1367,13099830,36043331,2016-05-22,41.15152,-8.61359,False
1368,7705865,9093792,2016-05-23,41.14431,-8.62181,True
1369,12850217,15228933,2016-05-23,41.14615,-8.59862,True
1370,12852906,19887538,2016-05-24,41.14366,-8.60855,True
1371,6184227,32076925,2016-05-25,41.15756,-8.6221,True
1372,8644982,45287723,2016-05-25,41.18242,-8.61213,True
1373,10166766,52190599,2016-05-25,41.14601,-8.61047,False
1374,11890232,63404625,2016-05-25,41.17863,-8.58353,False
1375,12206023,65637700,2016-05-25,41.14557,-8.59339,False
1376,12225582,21323582,2016-05-25,41.14713,-8.604460000000001,False
1377,12398955,3944088,2016-05-25,41.14846,-8.61725,True
1378,13092857,72679459,2016-05-27,41.14265,-8.6183,False
1379,9366229,48439057,2016-05-28,41.14262,-8.619580000000001,False
1380,13005088,56961321,2016-05-28,41.15126,-8.6148,True
1381,13014073,12897618,2016-05-28,41.147659999999995,-8.608410000000001,True
1382,11902059,63486615,2016-05-29,41.1455,-8.63001,False
1383,13024673,68657646,2016-05-29,41.151140000000005,-8.61319,True
1384,13030726,23613994,2016-05-29,41.147220000000004,-8.5971,False
1385,13098249,35128503,2016-05-29,41.14343,-8.61077,False
1386,13169707,73582684,2016-05-29,41.14645,-8.63238,False
1387,9333519,48439057,2016-05-30,41.144529999999996,-8.62005,True
1388,10794699,55590312,2016-05-30,41.15375,-8.619489999999999,True
1389,11818633,58331055,2016-05-30,41.14568,-8.61458,True
1390,12982364,71475036,2016-05-30,41.14351,-8.60896,False
1391,12986201,71522408,2016-05-30,41.14902,-8.61308,False
1392,13093358,72679459,2016-05-30,41.144259999999996,-8.61692,True
1393,13099072,35128503,2016-05-30,41.14335,-8.61236,True
1394,13141843,73263047,2016-05-30,41.14752,-8.60529,False
1395,13099441,10509773,2016-05-31,41.1486,-8.61373,True
1396,11603603,52662289,2016-06-01,41.143229999999996,-8.61532,True
1397,13036202,71068660,2016-06-01,41.14921,-8.59791,False
1398,12528605,67251003,2016-06-02,41.16154,-8.59941,False
1399,13221522,69188228,2016-06-02,41.15207,-8.62124,False
1400,2729922,3197326,2016-06-03,41.14696,-8.667069999999999,True
1401,13189398,32709371,2016-06-04,41.150209999999994,-8.6214,True
1402,13239437,36043331,2016-06-04,41.15874,-8.60775,True
1403,13259817,74632957,2016-06-04,41.149609999999996,-8.6144,False
1404,13299385,75094900,2016-06-04,41.147059999999996,-8.6027,False
1405,12479743,67470667,2016-06-05,41.142340000000004,-8.60898,False
1406,12662108,68488379,2016-06-05,41.15178,-8.61469,False
1407,12696256,69008328,2016-06-05,41.15215,-8.61283,False
1408,12880301,19887538,2016-06-05,41.14346,-8.60955,True
1409,12894502,68874920,2016-06-05,41.14287,-8.61287,False
1410,13187987,5044481,2016-06-05,41.16369,-8.613539999999999,False
1411,4010392,2686177,2016-06-06,41.142920000000004,-8.61496,True
1412,6107433,31690216,2016-06-06,41.15245,-8.61637,True
1413,11720879,39031192,2016-06-06,41.176809999999996,-8.58486,True
