,Unnamed: 0,REGISTO,listing_url,first_review,LATITUDE,LONGITUDE
0,3319,6995.0,https://www.airbnb.com/rooms/91439,2011-04-23,41.1490489,-8.6090455
1,4456,85541.0,https://www.airbnb.com/rooms/94701,2011-10-05,41.146767700000005,-8.6018679
2,2775,6184.0,https://www.airbnb.com/rooms/131994,2011-06-29,41.150616,-8.614030999999999
3,1988,5380.0,https://www.airbnb.com/rooms/113586,2011-05-07,41.1452598,-8.6137314
4,1488,4833.0,https://www.airbnb.com/rooms/139425,2011-06-07,41.14626679999999,-8.5943918
5,17,11205.0,https://www.airbnb.com/rooms/104045,2011-07-25,41.159335799999994,-8.5998421
6,3305,6981.0,https://www.airbnb.com/rooms/186655,2011-08-30,41.1512743,-8.6518132
7,1843,52314.0,https://www.airbnb.com/rooms/186946,2011-09-21,41.1417864,-8.6167111
8,772,34971.0,https://www.airbnb.com/rooms/127208,2011-10-29,41.154603200000004,-8.589862
9,1751,509067786.0,https://www.airbnb.com/rooms/76436,2011-11-14,,
10,2056,5458.0,https://www.airbnb.com/rooms/169321,2011-11-20,41.1453551,-8.5979147
11,3485,7235.0,https://www.airbnb.com/rooms/241742,2012-02-01,41.1474665,-8.6010849
12,2013,5400.0,https://www.airbnb.com/rooms/248537,2012-04-01,41.1482154,-8.6198097
13,3366,7042.0,https://www.airbnb.com/rooms/241743,2012-04-01,41.1474665,-8.6010849
14,2086,5488.0,https://www.airbnb.com/rooms/264087,2012-01-30,41.1496999,-8.615869199999999
15,2786,6201.0,https://www.airbnb.com/rooms/327891,2012-03-13,41.141138500000004,-8.6141185
16,1086,41004.0,https://www.airbnb.com/rooms/341213,2012-04-04,41.141138500000004,-8.6141185
17,3569,7342.0,https://www.airbnb.com/rooms/387383,2012-08-04,41.139958899999996,-8.6094485
18,283,22602.0,https://www.airbnb.com/rooms/318163,2012-09-04,41.1622196,-8.6113127
19,1253,44422.0,https://www.airbnb.com/rooms/447188,2012-11-05,41.146196200000006,-8.609637800000002
20,2871,634.0,https://www.airbnb.com/rooms/87873,2012-05-14,41.156899700000004,-8.6047207
21,2556,5929.0,https://www.airbnb.com/rooms/317546,2012-05-18,41.142657299999996,-8.6173367
22,3714,75534.0,https://www.airbnb.com/rooms/457924,2012-05-22,41.155255,-8.608858999999999
23,2671,60563.0,https://www.airbnb.com/rooms/270094,2012-12-06,41.16051029999999,-8.636144400000001
24,3571,7349.0,https://www.airbnb.com/rooms/270965,2012-12-06,41.159750200000005,-8.6100312
25,3184,6766.0,https://www.airbnb.com/rooms/273345,2012-06-13,41.14593729999999,-8.602497099999999
26,3616,7437.0,https://www.airbnb.com/rooms/518534,2012-06-20,41.140218,-8.614984199999999
27,2108,55201.0,https://www.airbnb.com/rooms/450872,2012-06-28,,
28,2433,5773.0,https://www.airbnb.com/rooms/191005,2012-12-07,41.153285499999996,-8.60723
29,3289,6946.0,https://www.airbnb.com/rooms/393987,2012-07-16,41.1428196,-8.6049155
30,2092,55003.0,https://www.airbnb.com/rooms/565255,2012-07-19,41.1549828,-8.6052895
31,217,20531.0,https://www.airbnb.com/rooms/579745,2012-07-29,41.1592978,-8.6835156
32,1438,47019.0,https://www.airbnb.com/rooms/608281,2012-03-08,41.1537075,-8.6073962
33,535,30100.0,https://www.airbnb.com/rooms/581356,2012-03-08,41.1435796,-8.618002699999998
34,1896,52876.0,https://www.airbnb.com/rooms/581402,2012-07-08,41.148720000000004,-8.60398
35,557,30401.0,https://www.airbnb.com/rooms/383641,2012-08-08,41.1545782,-8.6144998
36,2790,62036.0,https://www.airbnb.com/rooms/601916,2012-08-15,41.1476195,-8.6152959
37,2822,62657.0,https://www.airbnb.com/rooms/628606,2012-08-16,41.155084,-8.607781300000001
38,2788,62034.0,https://www.airbnb.com/rooms/618008,2012-08-18,41.1482238,-8.6151744
39,1251,44408.0,https://www.airbnb.com/rooms/620628,2012-08-26,41.1546506,-8.615438099999999
40,3530,7293.0,https://www.airbnb.com/rooms/627273,2012-08-30,41.1401437,-8.616064199999999
41,150,17873.0,https://www.airbnb.com/rooms/648700,2012-01-09,41.1422941,-8.615893
42,1623,49685.0,https://www.airbnb.com/rooms/510404,2012-02-09,,
43,2794,6209.0,https://www.airbnb.com/rooms/587499,2012-03-09,41.1496999,-8.615869199999999
44,726,34224.0,https://www.airbnb.com/rooms/604702,2012-06-09,41.154446899999996,-8.6256788
45,3249,6851.0,https://www.airbnb.com/rooms/628004,2012-09-14,41.1401437,-8.616064199999999
46,3437,7155.0,https://www.airbnb.com/rooms/681306,2012-09-17,41.143454799999994,-8.6168679
47,82,14929.0,https://www.airbnb.com/rooms/691479,2012-09-26,41.1402391,-8.6154171
48,160,18642.0,https://www.airbnb.com/rooms/582405,2012-09-29,41.1573119,-8.6009195
49,4557,87195.0,https://www.airbnb.com/rooms/711159,2012-10-14,41.1452356,-8.612017
50,458,28177.0,https://www.airbnb.com/rooms/738602,2012-10-27,41.14569,-8.61277
51,3614,74342.0,https://www.airbnb.com/rooms/727402,2012-02-11,41.1450799,-8.6118349
52,2997,6482.0,https://www.airbnb.com/rooms/696324,2012-11-17,41.1429515,-8.6137181
53,185,19288.0,https://www.airbnb.com/rooms/759702,2012-11-12,41.1470976,-8.6170259
54,241,21027.0,https://www.airbnb.com/rooms/710729,2012-12-30,41.140218,-8.614984199999999
55,3308,6985.0,https://www.airbnb.com/rooms/736472,2013-01-01,41.1558303,-8.623864999999999
56,4729,9049.0,https://www.airbnb.com/rooms/786791,2013-02-01,41.1570611,-8.612318400000001
57,184,19269.0,https://www.airbnb.com/rooms/758709,2013-02-01,41.1470976,-8.6170259
58,388,26029.0,https://www.airbnb.com/rooms/940770,2013-10-04,41.14522,-8.614268
59,94,15720.0,https://www.airbnb.com/rooms/863923,2013-10-04,41.17051179999999,-8.664165400000002
60,1577,4925.0,https://www.airbnb.com/rooms/1083736,2013-04-28,41.1429945,-8.6167877
61,365,25061.0,https://www.airbnb.com/rooms/927972,2013-04-30,41.1422623,-8.6142367
62,1569,4916.0,https://www.airbnb.com/rooms/1072112,2013-05-05,41.1429945,-8.6167877
63,4556,87194.0,https://www.airbnb.com/rooms/1140721,2013-05-13,41.14523270000001,-8.611495199999998
64,4860,92876.0,https://www.airbnb.com/rooms/1000044,2013-05-19,41.1404679,-8.614225300000001
65,1245,44228.0,https://www.airbnb.com/rooms/1144090,2013-05-19,41.1496999,-8.615869199999999
66,1717,5056.0,https://www.airbnb.com/rooms/590448,2013-05-22,41.1513323,-8.5973881
67,153,18110.0,https://www.airbnb.com/rooms/904277,2013-05-28,41.1425,-8.616666699999998
68,66,13618.0,https://www.airbnb.com/rooms/663607,2013-02-06,41.1586086,-8.6322871
69,1115,17079.0,https://www.airbnb.com/rooms/1192674,2013-03-06,41.16448,-8.62981
70,1280,44934.0,https://www.airbnb.com/rooms/1165025,2013-11-06,41.145931,-8.620293400000001
71,2969,6466.0,https://www.airbnb.com/rooms/1168784,2013-06-17,41.1429515,-8.6137181
72,2375,57213.0,https://www.airbnb.com/rooms/1233784,2013-06-28,,
73,1783,5105.0,https://www.airbnb.com/rooms/1096376,2013-06-29,41.1440865,-8.6114513
74,1566,4910.0,https://www.airbnb.com/rooms/1288357,2013-01-07,41.1429945,-8.6167877
75,2971,6467.0,https://www.airbnb.com/rooms/1207275,2013-02-07,41.1429515,-8.6137181
76,2979,6468.0,https://www.airbnb.com/rooms/1289907,2013-02-07,41.1429515,-8.6137181
77,1087,41005.0,https://www.airbnb.com/rooms/1145954,2013-04-07,41.141138500000004,-8.6141185
78,2994,6478.0,https://www.airbnb.com/rooms/1293257,2013-11-07,41.1429515,-8.6137181
79,3013,6504.0,https://www.airbnb.com/rooms/1185985,2013-07-13,41.1474598,-8.6302119
80,2963,6462.0,https://www.airbnb.com/rooms/1306861,2013-07-18,41.1429515,-8.6137181
81,2319,5639.0,https://www.airbnb.com/rooms/1264015,2013-07-19,41.1452233,-8.5982247
82,2993,6475.0,https://www.airbnb.com/rooms/1306890,2013-07-19,41.1429515,-8.6137181
83,2992,6474.0,https://www.airbnb.com/rooms/1302618,2013-07-20,41.1429515,-8.6137181
84,2307,5630.0,https://www.airbnb.com/rooms/1298881,2013-07-28,41.1408665,-8.6166541
85,119,16769.0,https://www.airbnb.com/rooms/1284759,2013-08-08,41.1486787,-8.6158956
86,2954,6452.0,https://www.airbnb.com/rooms/1476656,2013-09-08,41.1444532,-8.6175248
87,1924,5317.0,https://www.airbnb.com/rooms/1432272,2013-08-13,41.1502805,-8.6069558
88,2296,5620.0,https://www.airbnb.com/rooms/1363589,2013-08-19,,
89,683,33416.0,https://www.airbnb.com/rooms/879013,2013-08-21,41.1725622,-8.639853800000001
90,1426,46830.0,https://www.airbnb.com/rooms/1492432,2013-08-09,41.147490999999995,-8.612812400000001
91,188,19337.0,https://www.airbnb.com/rooms/1430405,2013-09-13,41.1470976,-8.6170259
92,2228,5524.0,https://www.airbnb.com/rooms/1366674,2013-09-14,41.154551899999994,-8.609945800000002
93,1553,48872.0,https://www.airbnb.com/rooms/1643533,2013-09-17,41.149776200000005,-8.6074716
94,1962,53616.0,https://www.airbnb.com/rooms/1680589,2013-09-23,41.1529658,-8.668124800000001
95,1026,39681.0,https://www.airbnb.com/rooms/313541,2013-09-24,41.1526528,-8.6216754
96,2232,5527.0,https://www.airbnb.com/rooms/1391455,2013-09-28,41.154551899999994,-8.609945800000002
97,1472,4826.0,https://www.airbnb.com/rooms/1657483,2013-03-10,41.14626679999999,-8.5943918
98,1358,45802.0,https://www.airbnb.com/rooms/1728818,2013-07-10,41.14547,-8.61428
99,497,29424.0,https://www.airbnb.com/rooms/1600427,2013-10-22,41.1464894,-8.597432199999998
100,3983,79253.0,https://www.airbnb.com/rooms/1505852,2013-10-27,41.161576700000005,-8.6289135
101,2376,57222.0,https://www.airbnb.com/rooms/1830830,2013-05-11,,
102,27,12182.0,https://www.airbnb.com/rooms/1806117,2013-12-11,41.1407828,-8.6151164
103,183,19239.0,https://www.airbnb.com/rooms/1753203,2013-01-12,41.1453463,-8.612752
104,4481,85911.0,https://www.airbnb.com/rooms/1075476,2013-04-12,41.1476092,-8.600242999999999
105,2662,6047.0,https://www.airbnb.com/rooms/1858681,2013-09-12,41.146894700000004,-8.6204651
106,3378,7057.0,https://www.airbnb.com/rooms/1911146,2013-09-12,41.1404105,-8.614039300000002
107,4442,85269.0,https://www.airbnb.com/rooms/1949096,2013-09-12,41.1504835,-8.6041522
108,2088,5492.0,https://www.airbnb.com/rooms/1712267,2013-12-30,41.154551899999994,-8.609945800000002
109,1944,5336.0,https://www.airbnb.com/rooms/2050697,2014-01-01,41.142746200000005,-8.6033552
110,2360,5705.0,https://www.airbnb.com/rooms/1963785,2014-01-01,41.145175200000004,-8.621584
111,1638,49892.0,https://www.airbnb.com/rooms/748133,2014-02-01,41.1491671,-8.6119875
112,711,34066.0,https://www.airbnb.com/rooms/1642645,2014-01-20,41.1589169,-8.6063496
113,2715,61040.0,https://www.airbnb.com/rooms/1909350,2014-03-02,41.14369179999999,-8.615044699999999
114,1801,51550.0,https://www.airbnb.com/rooms/2302948,2014-02-21,41.1502805,-8.6069558
115,3314,6989.0,https://www.airbnb.com/rooms/735736,2014-02-25,41.1558303,-8.623864999999999
116,3033,65451.0,https://www.airbnb.com/rooms/2230553,2014-02-25,41.1567113,-8.600014999999999
117,168,18961.0,https://www.airbnb.com/rooms/2297238,2014-07-03,41.1480355,-8.6151325
118,3138,6686.0,https://www.airbnb.com/rooms/1332238,2014-11-03,41.156744,-8.6225413
119,685,33469.0,https://www.airbnb.com/rooms/2444887,2014-03-17,41.1505718,-8.6054161
120,189,19340.0,https://www.airbnb.com/rooms/2296329,2014-03-24,41.1470976,-8.6170259
121,686,33475.0,https://www.airbnb.com/rooms/2483361,2014-03-25,41.1505718,-8.6054161
